# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
GO:0097525	CC	e	spliceosomal snRNP complex	17/404	58/58581	1.9660812174528685e-23	6	17	3.857451348642528e-20	3.7602398308696103e-20	3.808299318206206e-20	1.48363513409328e-21	CD2BP2, DDX23, DDX39B, EFTUD2, HTATSF1, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, LSM8, LUC7L, LUC7L2, LUC7L3, PHF5A, PPIH
GO:0005665	CC	e	RNA polymerase II, core complex	12/404	17/58581	5.894486335541324e-23	8	12	1.1564982190332077e-19	1.1273533414928965e-19	1.1411725545608003e-19	4.283326737160029e-21	POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0005849	CC	e	mRNA cleavage factor complex	12/404	21/58581	2.7313369916413337e-21	6	12	5.358883177600297e-18	5.2238341205472226e-18	5.285137078825981e-18	1.9138868491429632e-19	CLP1, CPSF1, CPSF2, CPSF3, CPSF4, CPSF7, CSTF1, CSTF2, CSTF2T, FIP1L1, NUDT21, PCF11
GO:0071007	CC	e	U2-type catalytic step 2 spliceosome	13/404	29/58581	4.040216226000061e-21	7	13	7.92690423541212e-18	7.727138555350812e-18	7.813778181084119e-18	2.733415253590386e-19	AQR, BCAS2, BUD31, CDC40, CDC5L, CRNKL1, CWC15, CWC22, DHX8, EFTUD2, PLRG1, PPIE, PPIL1
GO:0005737	CC	e	cytoplasm	89/404	4337/58581	1.0087941557229929e-20	3	89	1.9792541335285122e-17	1.9293750084304503e-17	1.9499991030125454e-17	6.44430854516045e-19	AHNAK, AHNAK2, AKAP8L, AP3M1, BICC1, BOD1L2, C1QBP, CACNA1C, CCAR2, CD2BP2, CDC5L, CDH11, CELF1, CELF2, CELF3, CELF4, CELF5, CELF6, CHERP, CIR1, CIRBP, CLK1, CLMN, CPSF7, CTNNBL1, DCPS, DDX1, DDX20, DDX39A, DDX39B, DDX42, DHX9, DYRK1A, ECD, EIF4A3, ELAVL1, ERN1, FMR1, GEMIN2, GEMIN4, GEMIN5, GEMIN6, GEMIN7, GEMIN8, GLA, HABP4, HELZ2, HNRNPA1, HNRNPA1L2, HNRNPA2B1, HNRNPA3, HNRNPK, HNRNPM, HNRNPU, HSPA1A, HSPA8, IK, KHDRBS1, LGALS3, LRRFIP1, LSM1, MAGOH, MBNL1, MBNL2, MBNL3, METTL3, MYO3B, NCBP2, NUDT21, PABPC1, PABPN1, PAPOLA, PCBP1, PCBP2, PCF11, PHLDB1, PIK3R1, POLR2A, PPIH, PPP1R8, PPP1R9B, PPP2R1A, PPP4R2, RBBP9, STARD9, TGM6, TRIM3, YTHDF1, YWHAZ
GO:0035770	CC	e	ribonucleoprotein granule	23/404	211/58581	1.0182138883790722e-20	5	23	1.9977356489997398e-17	1.9473907717748663e-17	1.9671892323483676e-17	6.44430854516045e-19	CASC3, CIRBP, DCPS, DDX1, DHX9, ELAVL1, FMR1, HABP4, HNRNPA3, HNRNPK, HNRNPL, HNRNPU, KHSRP, LSM1, LSM2, LSM3, LSM4, LSM6, MBNL1, PABPC1, PCBP1, POLR2D, POLR2G
GO:0005829	CC	e	cytosol	94/404	4888/58581	5.104302678554587e-20	4	94	1.00146418553241e-16	9.762263161020971e-17	9.856408472288907e-17	3.1295755797887807e-18	ACADVL, ACIN1, AHNAK, AHNAK2, AKAP17A, ALYREF, AP4B1, ASB4, C1QBP, C9orf78, CACTIN, CASC3, CBLB, CD2BP2, CDK13, CELF6, CLNS1A, CLP1, CWC22, DAZAP1, DCPS, DDX1, DDX17, DDX20, DDX41, DDX42, DHX9, DNAJC8, ECD, EFTUD2, EIF4A3, ELAC1, ELAVL1, FMR1, GCFC2, GEMIN2, GEMIN4, GEMIN5, GEMIN6, GEMIN7, GEMIN8, HABP4, HNRNPC, HNRNPD, HNRNPF, HNRNPH1, HNRNPH2, HNRNPL, HSPA1A, HSPA8, IVNS1ABP, JMJD6, KHDRBS1, KHSRP, LRRFIP1, LSM1, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, MBNL1, MIF, MRPL28, MYOD1, NCALD, NCBP1, NCBP2, NEK9, NOL3, NUP98, OTOF, PABPC1, PCBP1, PCBP2, PGLS, PIK3R1, POLR2C, POLR2D, POLR2E, POLR2F, POLR2H, POLR2K, POLR2L, PPIE, PPIG, PPP2CA, PPP2R1A, TCTN1, TTF2, YWHAZ, ZHX2, ZKSCAN4
GO:0036464	CC	e	cytoplasmic ribonucleoprotein granule	21/404	199/58581	9.804543713989209e-19	6	21	1.923651476684683e-15	1.875173592503346e-15	1.8922769367999173e-15	5.829246899044493e-17	CASC3, CIRBP, DCPS, DDX1, DHX9, ELAVL1, FMR1, HABP4, HNRNPK, HNRNPU, KHSRP, LSM1, LSM2, LSM3, LSM4, LSM6, MBNL1, PABPC1, PCBP1, POLR2D, POLR2G
GO:0005688	CC	e	U6 snRNP	8/404	8/58581	4.774376280744273e-18	7	8	9.367326262820264e-15	9.131260549689929e-15	9.209771845555702e-15	2.755095959653019e-16	DDX39B, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, LSM8
GO:0000974	CC	e	Prp19 complex	9/404	14/58581	6.268445462424269e-17	2	9	1.2298689997276415e-13	1.198875107305004e-13	1.208556285155399e-13	3.5139114277932615e-15	BCAS2, CDC5L, CRNKL1, CTNNBL1, HSPA8, ISY1, PLRG1, POLR2A, PPIE
GO:0044444	CC	e	cytoplasmic part	130/404	9333/58581	5.384590240406738e-16	3	130	1.056456605167802e-12	1.0298328733906722e-12	1.0376105393263784e-12	2.934601681021672e-14	ACADVL, ACIN1, AHNAK, AHNAK2, AKAP17A, ALYREF, AP3M1, AP4B1, ASB4, ATPAF1, C1QBP, C9orf78, CACNA1C, CACTIN, CASC3, CBLB, CCAR1, CCAR2, CD2BP2, CDC5L, CDK13, CELF6, CHERP, CIRBP, CLK3, CLNS1A, CLP1, CWC15, CWC22, CYP24A1, DAZAP1, DCPS, DDX1, DDX17, DDX20, DDX41, DDX42, DHX9, DNAJC8, ECD, EFTUD2, EIF4A3, ELAC1, ELAVL1, ERN1, FAM172A, FASTK, FMR1, FRG1, FUS, GATC, GCFC2, GCNT3, GEMIN2, GEMIN4, GEMIN5, GEMIN6, GEMIN7, GEMIN8, GLA, HABP4, HNRNPC, HNRNPD, HNRNPF, HNRNPH1, HNRNPH2, HNRNPK, HNRNPL, HNRNPR, HNRNPU, HSPA1A, HSPA8, IVNS1ABP, JMJD6, KCNE1, KHDRBS1, KHSRP, LGALS3, LRRFIP1, LSM1, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, MBNL1, MIF, MRPL28, MYOD1, NCALD, NCBP1, NCBP2, NEK9, NOL3, NUP98, OTOF, PABPC1, PCBP1, PCBP2, PCF11, PGLS, PHLDB1, PIK3R1, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2K, POLR2L, PPARGC1A, PPIE, PPIG, PPP1R9B, PPP2CA, PPP2R1A, ST8SIA1, STARD9, TACO1, TCTN1, TMED7-TICAM2, TMEM126B, TRIM3, TTF2, TUSC2, YWHAZ, ZHX2, ZKSCAN4
GO:0120115	CC	e	Lsm2-8 complex	7/404	7/58581	7.044189326993768e-16	3	7	1.3820699459561773e-12	1.3472404419724097e-12	1.3567108643789998e-12	3.7022247992169567e-14	LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, LSM8
GO:0055029	CC	e	nuclear DNA-directed RNA polymerase complex	12/404	49/58581	7.208395015662559e-16	7	12	1.4142871020729941e-12	1.378645694487242e-12	1.3876160405150427e-12	3.7022247992169567e-14	POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0005847	CC	e	mRNA cleavage and polyadenylation specificity factor complex	9/404	17/58581	7.473965065709554e-16	7	9	1.4663919458922145e-12	1.4294374456727031e-12	1.4379908786425182e-12	3.7022247992169567e-14	CPSF1, CPSF2, CPSF3, CPSF4, CPSF7, CSTF2, CSTF2T, FIP1L1, NUDT21
GO:0097504	CC	e	Gemini of coiled bodies	8/404	11/58581	7.736555390820349e-16	7	8	1.5179121676789523e-12	1.4796593078682958e-12	1.487739601654753e-12	3.7022247992169567e-14	DDX20, GEMIN2, GEMIN4, GEMIN5, GEMIN6, GEMIN7, GEMIN8, HABP4
GO:0032797	CC	e	SMN complex	8/404	11/58581	7.736555390820349e-16	3	8	1.5179121676789523e-12	1.4796593078682958e-12	1.487739601654753e-12	3.7022247992169567e-14	DDX20, FMR1, GEMIN2, GEMIN4, GEMIN5, GEMIN6, GEMIN7, GEMIN8
GO:0000428	CC	e	DNA-directed RNA polymerase complex	12/404	50/58581	9.426179596354117e-16	6	12	1.8494164368046775e-12	1.8028093476759368e-12	1.8107691004596257e-12	4.403372468582566e-14	POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0030880	CC	e	RNA polymerase complex	12/404	52/58581	1.582727913765803e-15	5	12	3.1053121668085054e-12	3.027055286394344e-12	3.038837594430342e-12	7.221656201880245e-14	POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0097526	CC	e	spliceosomal tri-snRNP complex	9/404	25/58581	5.982584054288216e-14	7	9	1.173782991451348e-10	1.144202520870643e-10	1.1480578800179086e-10	2.608406647669662e-12	EFTUD2, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, LSM8, PPIH
GO:0046540	CC	e	U4/U6 x U5 tri-snRNP complex	9/404	25/58581	5.982584054288216e-14	8	9	1.173782991451348e-10	1.144202520870643e-10	1.1480578800179086e-10	2.608406647669662e-12	EFTUD2, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, LSM8, PPIH
GO:0071005	CC	e	U2-type precatalytic spliceosome	9/404	26/58581	9.0943413778065e-14	7	9	1.7843097783256353e-10	1.7393434401787823e-10	1.743385242125506e-10	3.796403783671565e-12	IK, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, LSM8, MFAP1
GO:0071011	CC	e	precatalytic spliceosome	9/404	26/58581	9.0943413778065e-14	6	9	1.7843097783256353e-10	1.7393434401787823e-10	1.743385242125506e-10	3.796403783671565e-12	IK, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, LSM8, MFAP1
GO:0005730	CC	e	nucleolus	28/404	769/58581	1.4673865038245068e-12	5	28	2.8790123205036822e-09	2.8064584158480648e-09	2.8100451548239303e-09	5.997942334382671e-11	ACADVL, ACIN1, ARL6IP4, BCAS2, C1QBP, CIRBP, DDX17, DDX23, DDX47, DDX5, DHX15, DHX9, FMR1, FRG1, GCFC2, GEMIN2, GEMIN4, HABP4, HNRNPM, HSPA8, JMJD6, LSM6, MPHOSPH10, NOL3, NONO, NOVA1, POLR2I, XRN2
GO:0061695	CC	e	transferase complex, transferring phosphorus-containing groups	16/404	207/58581	1.7631720929440991e-12	4	16	3.4593436463563224e-09	3.37216482905802e-09	3.3747113858950058e-09	7.059884992563923e-11	CDK12, CDK13, ERN1, PIK3R1, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0010494	CC	e	cytoplasmic stress granule	10/404	57/58581	7.0474299421185144e-12	7	10	1.3827057546436525e-08	1.3478602276638868e-08	1.3481733479272717e-08	2.7654115092873054e-10	CASC3, CIRBP, DDX1, ELAVL1, FMR1, HABP4, HNRNPK, KHSRP, MBNL1, PABPC1
GO:0034719	CC	e	SMN-Sm protein complex	7/404	17/58581	1.290870333764046e-11	4	7	2.5326875948450583e-08	2.4688614093959088e-08	2.468144078156856e-08	4.96605410753933e-10	DDX20, GEMIN2, GEMIN4, GEMIN5, GEMIN6, GEMIN7, GEMIN8
GO:1990726	CC	e	Lsm1-7-Pat1 complex	5/404	5/58581	1.52197339576269e-11	3	5	2.9861118024863974e-08	2.9108588869411426e-08	2.9084911593025005e-08	5.742522697089226e-10	LSM1, LSM2, LSM3, LSM5, LSM7
GO:1990234	CC	e	transferase complex	24/404	727/58581	4.2902243856184543e-10	3	24	8.417420244583408e-07	8.20529308502859e-07	8.194328576531248e-07	1.5881924989780014e-08	ASB4, CDK12, CDK13, CLNS1A, ERN1, HSPA1A, HSPA8, ING5, METTL14, METTL3, PIK3R1, PLRG1, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0015030	CC	e	Cajal body	8/404	50/58581	1.9905971829832273e-09	7	8	3.905551673013092e-06	3.8071279803830425e-06	3.800050022314981e-06	7.232503098172391e-08	DDX42, DDX46, EFTUD2, FMR1, FRG1, HABP4, HNRNPA2B1, LSM10
GO:0035145	CC	e	exon-exon junction complex	6/404	19/58581	2.6072686782482992e-09	5	6	5.115461146723163e-06	4.986546561097515e-06	4.974668638097755e-06	9.30083844858757e-08	ALYREF, CASC3, EIF4A3, MAGOH, MAGOHB, PNN
GO:0071014	CC	e	post-mRNA release spliceosomal complex	5/404	10/58581	3.727778123401332e-09	6	5	7.313900678113414e-06	7.129583282636739e-06	7.108872881326341e-06	1.3060536925202524e-07	CRNKL1, DHX15, GCFC2, HNRNPM, ISY1
GO:0005736	CC	e	RNA polymerase I complex	5/404	12/58581	1.1583352289016555e-08	8	5	2.272653719105048e-05	2.215380639696227e-05	2.2077869462865555e-05	3.9871117879035934e-07	POLR2E, POLR2F, POLR2H, POLR2K, POLR2L
GO:0044427	CC	e	chromosomal part	24/404	863/58581	1.1916700420828964e-08	4	24	2.3380566225666428e-05	2.2791353265148575e-05	2.2701314301679177e-05	4.031132107873522e-07	AKAP8L, ALYREF, BCAS2, BOD1L2, BUD31, CCAR2, CDC5L, CDK12, CDK13, DHX9, FMR1, HNRNPA2B1, HNRNPC, HNRNPK, HNRNPU, KDM1A, MYOD1, NUP98, PHOX2A, PLRG1, POLR2B, PPARGC1A, PPP2CA, PPP2R1A
GO:0034518	CC	e	RNA cap binding complex	5/404	13/58581	1.87162126559118e-08	2	5	3.672120923089895e-05	3.579579911910356e-05	3.563566889685607e-05	6.223933767948975e-07	FMR1, LSM1, NCBP1, NCBP2, NCBP2L
GO:0000932	CC	e	P-body	8/404	81/58581	9.89962562924652e-08	7	8	0.00019423065484581672	0.00018933585383627602	0.00018838987572456127	3.237177580763612e-06	DCPS, LSM1, LSM2, LSM3, LSM4, LSM6, POLR2D, POLR2G
GO:0005666	CC	e	RNA polymerase III complex	5/404	18/58581	1.2110893081065914e-07	8	5	0.00023761572225051324	0.00023162757543569747	0.0002303491864018737	3.895339709024807e-06	POLR2E, POLR2F, POLR2H, POLR2K, POLR2L
GO:0005846	CC	e	nuclear cap binding complex	3/404	3/58581	3.255849805870488e-07	3	3	0.0006387977319117897	0.0006226994090927875	0.0006189370480959797	1.0303189224383705e-05	NCBP1, NCBP2, NCBP2L
GO:0044452	CC	e	nucleolar part	10/404	175/58581	4.53429321962491e-07	5	10	0.0008896283296904073	0.0008672088323677971	0.0008615157117287329	1.4121084598260432e-05	CD2BP2, CDK12, DDX46, MPHOSPH10, PLRG1, POLR2E, POLR2F, POLR2H, POLR2K, POLR2L
GO:0016363	CC	e	nuclear matrix	8/404	107/58581	8.58429181156312e-07	5	8	0.001684238053428684	0.0016417936198722314	0.0016301570150158364	2.6316219584823188e-05	AKAP8L, DDX39B, HNRNPA2B1, HNRNPM, HNRNPU, NONO, PHF5A, PPIG
GO:0044454	CC	e	nuclear chromosome part	16/404	523/58581	9.74273644811912e-07	5	16	0.0019115248911209715	0.0018633526086651022	0.001849171377853009	2.9408075248014942e-05	ALYREF, BCAS2, BUD31, CCAR2, CDC5L, CDK12, CDK13, DHX9, HNRNPC, HNRNPK, KDM1A, MYOD1, PHOX2A, PLRG1, POLR2B, PPARGC1A
GO:0005845	CC	e	mRNA cap binding complex	4/404	12/58581	1.0559945993381679e-06	3	4	0.0020718614039014855	0.0020196484857115337	0.0020032217549445044	3.139183945305281e-05	FMR1, LSM1, NCBP1, NCBP2
GO:0071010	CC	e	prespliceosome	4/404	16/58581	3.798668717256444e-06	6	4	0.007452988023257143	0.007265165491693869	0.007198477219200961	0.00010801431917763976	LSM7, LUC7L, LUC7L2, LUC7L3
GO:0071004	CC	e	U2-type prespliceosome	4/404	16/58581	3.798668717256444e-06	7	4	0.007452988023257143	0.007265165491693869	0.007198477219200961	0.00010801431917763976	LSM7, LUC7L, LUC7L2, LUC7L3
GO:0042382	CC	e	paraspeckles	3/404	6/58581	6.4119497702098646e-06	7	3	0.012580245449151754	0.012263211054279024	0.012131408965237064	0.0001771865556218557	HNRNPM, NONO, NUDT21
GO:0016020	CC	e	membrane	85/404	7764/58581	1.6831870027261564e-05	1	85	0.03302412899348719	0.03219188889181611	0.03182906622155162	0.00045832706858504256	ACADVL, ACIN1, AHNAK, AHNAK2, ALYREF, AP3M1, AP4B1, AQR, C1QBP, CACNA1C, CASC3, CBLB, CDC5L, CDH11, CELF1, CHERP, CLK3, CLMN, CLNS1A, CPSF2, CPSF7, CTNNBL1, CYP24A1, DDX1, DDX17, DDX20, DDX39A, DDX41, DDX42, DDX46, DDX47, DDX5, DHX38, DHX9, EFTUD2, EIF4A3, ELAVL1, EMB, ERN1, FMR1, GCNT3, GEMIN4, GEMIN5, HELZ2, HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPF, HNRNPH1, HNRNPH2, HNRNPK, HNRNPL, HNRNPLL, HNRNPM, HNRNPU, HSPA8, JMJD6, KCNE1, KHDRBS1, KHSRP, LGALS3, LRRFIP1, LSM4, MRPL28, NOL3, NONO, NTPCR, NUP98, OTOF, PABPC1, PCBP1, PCBP2, PIK3R1, PLRG1, PNN, POLR2B, PPP1R9B, PPP2CA, PPP2R1A, ST8SIA1, TCTN1, TMEM126B, TRAV5, XRN2, ZHX2
GO:0000790	CC	e	nuclear chromatin	10/404	263/58581	1.7052943938179464e-05	6	10	0.03345787600670811	0.032614705059337695	0.03223006404315919	0.00045832706858504256	BUD31, CCAR2, CDK12, CDK13, HNRNPC, HNRNPK, KDM1A, MYOD1, PHOX2A, PPARGC1A
GO:1990124	CC	e	messenger ribonucleoprotein complex	3/404	9/58581	2.651806537361205e-05	3	3	0.05202844426302684	0.05071727697223201	0.05009262549075316	0.000703087084635498	FMR1, HNRNPA3, LSM1
GO:0005689	CC	e	U12-type spliceosomal complex	4/404	27/58581	3.4495692754551146e-05	6	4	0.06768054918442935	0.06597493365871746	0.06512786792059257	0.0009024073224590581	DHX15, LSM7, PDCD7, PHF5A
GO:0030425	CC	e	dendrite	12/404	413/58581	3.6279380388009065e-05	5	12	0.07118014432127379	0.06938633560163784	0.06845919079217311	0.0009365808463325498	CACNA1C, CASC3, DYRK1A, EIF4A3, FMR1, HNRNPR, HSPA8, LSM1, PPARGC1A, PPP1R9B, PPP2R1A, TRIM3
GO:0005674	CC	e	transcription factor TFIIF complex	2/404	2/58581	4.7443887012289634e-05	7	2	0.09308490631811227	0.0907390763368429	0.08947917090517825	0.0011933962348475932	GTF2F1, GTF2F2
GO:0071920	CC	e	cleavage body	2/404	2/58581	4.7443887012289634e-05	7	2	0.09308490631811227	0.0907390763368429	0.08947917090517825	0.0011933962348475932	CSTF2, DDX1
GO:0005739	CC	e	mitochondrion	21/404	1166/58581	7.63472727822864e-05	5	21	0.14979334919884593	0.14601841141951843	0.14383826192182758	0.0018961183442891888	ACADVL, ATPAF1, C1QBP, CWC15, CYP24A1, DCPS, DDX1, ERN1, GATC, HSPA1A, MRPL28, NCBP1, NOL3, PCF11, PPARGC1A, PPP2CA, PPP2R1A, TACO1, TMEM126B, TUSC2, YWHAZ
GO:0000785	CC	e	chromatin	11/404	400/58581	0.0001233852134026316	5	11	0.24208178869596322	0.23598109267225345	0.2323343568371553	0.0030260223586995403	AKAP8L, BUD31, CCAR2, CDK12, CDK13, HNRNPC, HNRNPK, KDM1A, MYOD1, PHOX2A, PPARGC1A
GO:0071008	CC	e	U2-type post-mRNA release spliceosomal complex	2/404	3/58581	0.00014168049105171533	7	2	0.2779771234434655	0.2709718301464811	0.26664268415932824	0.0034318163388082157	DHX15, GCFC2
GO:0005662	CC	e	DNA replication factor A complex	3/404	16/58581	0.00017054895072329194	6	3	0.3346170413190988	0.3261843671206906	0.3208025763105121	0.004080695625842668	BCAS2, CDC5L, PLRG1
GO:0005667	CC	e	transcription factor complex	10/404	354/58581	0.0002006881323653141	3	10	0.39375011570074625	0.3838272306372699	0.3772936888467905	0.004743977297599353	GEMIN5, GTF2F1, GTF2F2, HNRNPU, IVNS1ABP, KDM1A, MYOD1, NFYA, NONO, SOX14
GO:0071012	CC	e	catalytic step 1 spliceosome	2/404	4/58581	0.00028206532859011217	6	2	0.5534121746938001	0.5394656507862653	0.5300007524208208	0.006553743520186935	CWC22, CWC27
GO:1903293	CC	e	phosphatase complex	4/404	46/58581	0.0002892576247721063	3	4	0.5675234598028726	0.5532213178151092	0.5432258193220156	0.006553743520186935	PPP1R9B, PPP2CA, PPP2R1A, PPP4R2
GO:0008287	CC	e	protein serine/threonine phosphatase complex	4/404	46/58581	0.0002892576247721063	4	4	0.5675234598028726	0.5532213178151092	0.5432258193220156	0.006553743520186935	PPP1R9B, PPP2CA, PPP2R1A, PPP4R2
GO:0005685	CC	e	U1 snRNP	3/404	19/58581	0.00029060942214896194	7	3	0.5701756862562634	0.555806705587799	0.5451832759514526	0.006553743520186935	LUC7L, LUC7L2, LUC7L3
GO:0005856	CC	e	cytoskeleton	15/404	783/58581	0.00042170000283046655	5	15	0.8273754055533754	0.8065247423375888	0.7906875053071248	0.00940199324492472	AHNAK, CLK3, CLNS1A, DDX20, DHX9, DYRK1A, GTF2F2, HNRNPC, IVNS1ABP, LRRFIP1, POLR2C, PPP1R9B, PPP2CA, PPP2R1A, TCTN1
GO:0044798	CC	e	nuclear transcription factor complex	7/404	197/58581	0.0004710323291569935	5	7	0.9241654298060212	0.9008755640410727	0.8827145848402058	0.010383881233775519	GEMIN5, GTF2F1, GTF2F2, HNRNPU, NFYA, NONO, SOX14
GO:0098687	CC	e	chromosomal region	7/404	203/58581	0.0005628965850013407	5	7	1.0	1.0	1.0	0.012271145553029226	ALYREF, FMR1, HNRNPA2B1, KDM1A, POLR2B, PPP2CA, PPP2R1A
GO:0070937	CC	e	CRD-mediated mRNA stability complex	2/404	6/58581	0.0006987348378547093	4	2	1.0	1.0	1.0	0.015065030240339996	DHX9, HNRNPU
GO:0090575	CC	e	RNA polymerase II transcription factor complex	6/404	160/58581	0.000900812999523296	6	6	1.0	1.0	1.0	0.01921081635939899	GEMIN5, GTF2F1, GTF2F2, HNRNPU, NFYA, NONO
GO:0045293	CC	e	mRNA editing complex	2/404	7/58581	0.0009737634294613611	2	2	1.0	1.0	1.0	0.020324721793650965	METTL14, METTL3
GO:0036396	CC	e	RNA N6-methyladenosine methyltransferase complex	2/404	7/58581	0.0009737634294613611	5	2	1.0	1.0	1.0	0.020324721793650965	METTL14, METTL3
GO:1902555	CC	e	endoribonuclease complex	3/404	29/58581	0.0010412458263623049	4	3	1.0	1.0	1.0	0.021280461576279604	CLP1, DHX9, ERN1
GO:1905348	CC	e	endonuclease complex	3/404	29/58581	0.0010412458263623049	3	3	1.0	1.0	1.0	0.021280461576279604	CLP1, DHX9, ERN1
GO:0008024	CC	e	cyclin/CDK positive transcription elongation factor complex	2/404	8/58581	0.001292427974871954	9	2	1.0	1.0	1.0	0.026141687491739937	CDK12, CDK13
GO:1904813	CC	e	ficolin-1-rich granule lumen	5/404	123/58581	0.0016902676266339221	5	5	1.0	1.0	1.0	0.03383984779036485	CDK13, HSPA1A, HSPA8, MIF, PPIE
GO:0016234	CC	e	inclusion body	4/404	76/58581	0.0019335424391219457	3	4	1.0	1.0	1.0	0.038319295611689466	HSPA1A, NUP98, PABPN1, XRN2
GO:0001650	CC	e	fibrillar center	5/404	130/58581	0.002153407961213422	6	5	1.0	1.0	1.0	0.04224986419900734	CD2BP2, CDK12, DDX46, PLRG1, POLR2F
GO:0097458	CC	e	neuron part	23/404	1675/58581	0.0022268795339582767	2	23	1.0	1.0	1.0	0.04325878857055583	AP3M1, C1QBP, CACNA1C, CASC3, DYRK1A, EIF4A3, EMB, FMR1, FUS, HNRNPA3, HNRNPH2, HNRNPR, HNRNPU, HSPA8, LSM1, LSM4, MAGOHB, MYO3B, OTOF, PPARGC1A, PPP1R9B, PPP2R1A, TRIM3
GO:0042405	CC	e	nuclear inclusion body	2/404	11/58581	0.0025041493815680153	5	2	1.0	1.0	1.0	0.048168049868984764	NUP98, PABPN1
GO:0031224	CC	p	intrinsic component of membrane	11/404	5073/58581	1.9016724008736755e-06	2	11	0.0037310812505141513	0.003637054381860527	0.003605570872056489	5.5687779858420175e-05	CACNA1C, CDH11, CLMN, EMB, ERN1, GCNT3, OTOF, ST8SIA1, TMED7-TICAM2, TMEM126B, TMEM132B
GO:0016021	CC	p	integral component of membrane	11/404	4907/58581	5.040847920342674e-06	3	11	0.009890143619712327	0.009640902401776367	0.009542325113208683	0.0001412877659958904	CACNA1C, CDH11, CLMN, EMB, ERN1, GCNT3, OTOF, ST8SIA1, TMED7-TICAM2, TMEM126B, TMEM132B
GO:0044425	CC	p	membrane part	27/404	6593/58581	0.00258135932503484	1	27	1.0	1.0	1.0	0.04917113588076074	AHNAK, AHNAK2, AP3M1, AP4B1, CACNA1C, CBLB, CDH11, CHERP, CLMN, EMB, ERN1, FMR1, GCNT3, HSPA8, IGHV4-4, KCNE1, KHDRBS1, LGALS3, NCALD, OTOF, PIK3R1, PPP1R9B, PPP2R1A, ST8SIA1, TMED7-TICAM2, TMEM126B, TMEM132B
