# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
GO:0070062	CC	e	extracellular exosome	19/205	2062/58581	0.00013005153192319256	5	19	0.2551611056333038	0.24873079812885318	0.2433264162282933	0.002773490278622868	AHNAK, ALYREF, DDX23, DDX5, GEMIN4, HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPK, HNRNPL, HNRNPM, HSPA1A, HSPA8, LGALS3, PABPC1, PCBP1, PCBP2, PPP2CA, PPP2R1A
GO:0043005	CC	e	neuron projection	12/205	946/58581	0.00014226863153275464	4	12	0.2791310550672646	0.27209668157343075	0.2660423409662512	0.0029798411742292348	CASC3, DYRK1A, EIF4A3, FMR1, HNRNPA3, HNRNPR, HSPA8, LSM1, LSM4, PPARGC1A, PPP1R9B, PPP2R1A
GO:1902555	CC	e	endoribonuclease complex	3/205	29/58581	0.00014428384890508527	4	3	0.2830849115517773	0.2759508970371821	0.2696665136036044	0.0029798411742292348	CLP1, DHX9, ERN1
GO:1905348	CC	e	endonuclease complex	3/205	29/58581	0.00014428384890508527	3	3	0.2830849115517773	0.2759508970371821	0.2696665136036044	0.0029798411742292348	CLP1, DHX9, ERN1
GO:1903561	CC	e	extracellular vesicle	19/205	2082/58581	0.00014708570861169033	4	19	0.2885821602961364	0.2813096097779174	0.27460901797802584	0.0029932996663939856	AHNAK, ALYREF, DDX23, DDX5, GEMIN4, HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPK, HNRNPL, HNRNPM, HSPA1A, HSPA8, LGALS3, PABPC1, PCBP1, PCBP2, PPP2CA, PPP2R1A
GO:0043230	CC	e	extracellular organelle	19/205	2083/58581	0.0001479867826912419	2	19	0.29035006764021665	0.28303296414111284	0.2761433365018574	0.0029932996663939856	AHNAK, ALYREF, DDX23, DDX5, GEMIN4, HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPK, HNRNPL, HNRNPM, HSPA1A, HSPA8, LGALS3, PABPC1, PCBP1, PCBP2, PPP2CA, PPP2R1A
GO:0070937	CC	e	CRD-mediated mRNA stability complex	2/205	6/58581	0.00018111433066493897	4	2	0.35534631676461026	0.34639124470651156	0.33777822669011115	0.0036259828241286757	DHX9, HNRNPU
GO:0036396	CC	e	RNA N6-methyladenosine methyltransferase complex	2/205	7/58581	0.0002529749194487602	5	2	0.49633679195846747	0.48382862308945424	0.47154524985248897	0.004963367919584675	METTL14, METTL3
GO:0045293	CC	e	mRNA editing complex	2/205	7/58581	0.0002529749194487602	2	2	0.49633679195846747	0.48382862308945424	0.47154524985248897	0.004963367919584675	METTL14, METTL3
GO:0090575	CC	e	RNA polymerase II transcription factor complex	5/205	160/58581	0.00026421536345338305	6	5	0.5183905430955376	0.5053265982939581	0.4919690067501992	0.005132579634609283	GEMIN5, GTF2F1, GTF2F2, HNRNPU, NONO
GO:0008024	CC	e	cyclin/CDK positive transcription elongation factor complex	2/205	8/58581	0.0003365217177279492	9	2	0.6602556101822363	0.6436165280052216	0.6262669166917134	0.006473094217472905	CDK12, CDK13
GO:0005844	CC	e	polysome	3/205	43/58581	0.00047004199321764683	3	3	0.9222223906930231	0.8989814913995073	0.8742781073848231	0.008953615443621584	DHX9, FMR1, FUS
GO:0048471	CC	e	perinuclear region of cytoplasm	9/205	658/58581	0.0005679808090411007	4	9	1.0	1.0	1.0	0.010715176416717688	CASC3, CCAR1, CDC5L, CHERP, FMR1, FUS, HNRNPL, HSPA1A, HSPA8
GO:0070161	CC	e	anchoring junction	8/205	536/58581	0.0006535514257471922	2	8	1.0	1.0	1.0	0.012150754604816853	AHNAK, HNRNPK, HSPA1A, HSPA8, PABPC1, PCBP2, PNN, PPP1R9B
GO:0042405	CC	e	nuclear inclusion body	2/205	11/58581	0.0006564627870084539	5	2	1.0	1.0	1.0	0.012150754604816853	NUP98, PABPN1
GO:0044798	CC	e	nuclear transcription factor complex	5/205	197/58581	0.0006818001932931003	5	5	1.0	1.0	1.0	0.012501794198514604	GEMIN5, GTF2F1, GTF2F2, HNRNPU, NONO
GO:0019908	CC	e	nuclear cyclin-dependent protein kinase holoenzyme complex	2/205	12/58581	0.0007859399581135816	8	2	1.0	1.0	1.0	0.014277909239063398	CDK12, CDK13
GO:0015629	CC	e	actin cytoskeleton	5/205	209/58581	0.0008885969306907534	6	5	1.0	1.0	1.0	0.01599474475243356	AHNAK, DHX9, HNRNPC, IVNS1ABP, PPP1R9B
GO:0005739	CC	e	mitochondrion	12/205	1166/58581	0.0009114483848528096	5	12	1.0	1.0	1.0	0.016256924828011023	C1QBP, CWC15, DCPS, DDX1, ERN1, HSPA1A, NCBP1, NOL3, PCF11, PPARGC1A, PPP2CA, PPP2R1A
GO:1904813	CC	e	ficolin-1-rich granule lumen	4/205	123/58581	0.000955152106992476	5	4	1.0	1.0	1.0	0.01688295886413728	CDK13, HSPA1A, HSPA8, PPIE
GO:0000346	CC	e	transcription export complex	2/205	15/58581	0.0012417393507661743	5	2	1.0	1.0	1.0	0.02175261255538602	ALYREF, DDX39B
GO:0000781	CC	e	chromosome, telomeric region	4/205	135/58581	0.0013476191728007654	6	4	1.0	1.0	1.0	0.023398485106505326	ALYREF, HNRNPA2B1, KDM1A, POLR2B
GO:0044456	CC	e	synapse part	10/205	910/58581	0.0014968251219294438	1	10	1.0	1.0	1.0	0.02576114815110148	C1QBP, EIF4A3, ELAVL1, FMR1, FUS, HNRNPA3, HNRNPH2, HNRNPR, HSPA8, PPP1R9B
GO:0000775	CC	e	chromosome, centromeric region	3/205	65/58581	0.0015722765102366004	6	3	1.0	1.0	1.0	0.026619236206163906	FMR1, PPP2CA, PPP2R1A
GO:0005813	CC	e	centrosome	7/205	479/58581	0.0015921424513549037	6	7	1.0	1.0	1.0	0.026619236206163906	BCAS2, CIR1, DHX9, HNRNPU, HSPA1A, NUDT21, PPP4R2
GO:0005682	CC	e	U5 snRNP	2/205	17/58581	0.001600953043999664	7	2	1.0	1.0	1.0	0.026619236206163906	CD2BP2, DDX23
GO:0099524	CC	e	postsynaptic cytosol	2/205	17/58581	0.001600953043999664	6	2	1.0	1.0	1.0	0.026619236206163906	EIF4A3, HSPA8
GO:0015630	CC	e	microtubule cytoskeleton	4/205	146/58581	0.0017954750336944673	6	4	1.0	1.0	1.0	0.029602706017718864	GTF2F2, POLR2C, PPP2CA, PPP2R1A
GO:0043034	CC	e	costamere	2/205	19/58581	0.002003712734893099	5	2	1.0	1.0	1.0	0.032489953602150914	AHNAK, AHNAK2
GO:0032806	CC	e	carboxy-terminal domain protein kinase complex	2/205	19/58581	0.002003712734893099	7	2	1.0	1.0	1.0	0.032489953602150914	CDK12, CDK13
GO:0005697	CC	e	telomerase holoenzyme complex	2/205	20/58581	0.00222122831499814	5	2	1.0	1.0	1.0	0.035721720934642216	HNRNPC, HNRNPU
GO:0000159	CC	e	protein phosphatase type 2A complex	2/205	21/58581	0.0024493983871855204	5	2	1.0	1.0	1.0	0.038308391887923454	PPP2CA, PPP2R1A
GO:0005732	CC	e	small nucleolar ribonucleoprotein complex	2/205	21/58581	0.0024493983871855204	3	2	1.0	1.0	1.0	0.038308391887923454	LSM6, MPHOSPH10
GO:0044421	CC	e	extracellular region part	23/205	3409/58581	0.0024546913658410837	1	23	1.0	1.0	1.0	0.038308391887923454	AHNAK, ALYREF, C1QBP, CDK13, DDX23, DDX5, DNAJC8, GEMIN4, HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPK, HNRNPL, HNRNPM, HSPA1A, HSPA8, LGALS3, MFAP1, PABPC1, PCBP1, PCBP2, PPP2CA, PPP2R1A
GO:0016234	CC	e	inclusion body	3/205	76/58581	0.002460171956105176	3	3	1.0	1.0	1.0	0.038308391887923454	HSPA1A, NUP98, PABPN1
GO:0005912	CC	e	adherens junction	7/205	520/58581	0.0025202798264756937	3	7	1.0	1.0	1.0	0.038935346610593	AHNAK, HNRNPK, HSPA1A, HSPA8, PABPC1, PCBP2, PPP1R9B
GO:0005686	CC	e	U2 snRNP	2/205	22/58581	0.0026881464565097707	7	2	1.0	1.0	1.0	0.041204244903688826	HTATSF1, PHF5A
GO:0005925	CC	e	focal adhesion	6/205	398/58581	0.002924402293696915	5	6	1.0	1.0	1.0	0.04447811860646005	AHNAK, HNRNPK, HSPA1A, HSPA8, PABPC1, PCBP2
GO:0005924	CC	e	cell-substrate adherens junction	6/205	401/58581	0.0030339569600019065	4	6	1.0	1.0	1.0	0.04578941196556723	AHNAK, HNRNPK, HSPA1A, HSPA8, PABPC1, PCBP2
GO:0030055	CC	e	cell-substrate junction	6/205	404/58581	0.003146550708992279	2	6	1.0	1.0	1.0	0.047126202221701156	AHNAK, HNRNPK, HSPA1A, HSPA8, PABPC1, PCBP2
GO:0099522	CC	e	region of cytosol	2/205	24/58581	0.003197072607487113	5	2	1.0	1.0	1.0	0.047520124665831186	EIF4A3, HSPA8
GO:0042995	CC	e	cell projection	13/205	1550/58581	0.0034110704524244113	2	13	1.0	1.0	1.0	0.04767970843813095	CASC3, DYRK1A, EIF4A3, FMR1, HNRNPA3, HNRNPK, HNRNPR, HSPA8, LSM1, LSM4, PPARGC1A, PPP1R9B, PPP2R1A
GO:1902554	CC	e	serine/threonine protein kinase complex	3/205	86/58581	0.0034910136087051426	6	3	1.0	1.0	1.0	0.04767970843813095	CDK12, CDK13, ERN1
GO:1990843	CC	e	subsarcolemmal mitochondrion	1/205	1/58581	0.003499428142248143	6	1	1.0	1.0	1.0	0.04767970843813095	PPARGC1A
GO:0005848	CC	e	mRNA cleavage stimulating factor complex	1/205	1/58581	0.003499428142248143	7	1	1.0	1.0	1.0	0.04767970843813095	CSTF1
GO:0055120	CC	e	striated muscle dense body	1/205	1/58581	0.003499428142248143	5	1	1.0	1.0	1.0	0.04767970843813095	FRG1
GO:0070618	CC	e	Grb2-Sos complex	1/205	1/58581	0.003499428142248143	4	1	1.0	1.0	1.0	0.04767970843813095	KHDRBS1
GO:0098577	CC	e	inactive sex chromosome	1/205	1/58581	0.003499428142248143	7	1	1.0	1.0	1.0	0.04767970843813095	HNRNPU
GO:1990630	CC	e	IRE1-RACK1-PP2A complex	1/205	1/58581	0.003499428142248143	2	1	1.0	1.0	1.0	0.04767970843813095	ERN1
GO:0034718	CC	e	SMN-Gemin2 complex	1/205	1/58581	0.003499428142248143	7	1	1.0	1.0	1.0	0.04767970843813095	GEMIN5
GO:1990844	CC	e	interfibrillar mitochondrion	1/205	1/58581	0.003499428142248143	6	1	1.0	1.0	1.0	0.04767970843813095	PPARGC1A
GO:1990578	CC	e	perinuclear endoplasmic reticulum membrane	1/205	1/58581	0.003499428142248143	5	1	1.0	1.0	1.0	0.04767970843813095	PIK3R1
GO:1990332	CC	e	Ire1 complex	1/205	1/58581	0.003499428142248143	7	1	1.0	1.0	1.0	0.04767970843813095	ERN1
GO:0045202	CC	e	synapse	8/205	704/58581	0.003576563308760208	1	8	1.0	1.0	1.0	0.04839460146060364	C1QBP, EIF4A3, ELAVL1, FMR1, HNRNPD, HSPA8, PPP2CA, PPP2R1A
GO:0031224	CC	p	intrinsic component of membrane	1/205	5073/58581	2.999208939988949e-07	2	1	0.0005884447940258318	0.0005736154141107867	0.0005677502523399081	8.406354200369026e-06	ERN1
GO:0016021	CC	p	integral component of membrane	1/205	4907/58581	7.21522673689777e-07	3	1	0.0014156274857793426	0.0013799522992233026	0.0013643993759473684	1.966149285804642e-05	ERN1
GO:0003723	MF	e	RNA binding	152/205	1582/58581	3.3750374499955984e-193	4	152	1.5599423093879657e-189	1.5206188097923015e-189	1.5599423093879657e-189	1.5599423093879657e-189	ACIN1, AFF2, AHNAK, AKAP17A, AKAP8L, ALYREF, AQR, ARL6IP4, BUD13, C1QBP, CACTIN, CASC3, CCAR1, CCAR2, CDC40, CDC5L, CDK13, CELF1, CELF2, CELF3, CELF4, CELF5, CELF6, CHERP, CIRBP, CLK3, CLNS1A, CPSF1, CPSF2, CPSF3, CPSF4, CPSF7, CRNKL1, CSTF1, CSTF2, CSTF2T, CSTF3, CWC15, CWC22, DAZAP1, DBR1, DCPS, DDX1, DDX17, DDX23, DDX39A, DDX39B, DDX41, DDX42, DDX46, DDX47, DDX5, DHX15, DHX16, DHX35, DHX38, DHX40, DHX8, DHX9, EFTUD2, EIF4A3, ELAVL1, ELAVL2, ESRP1, ESRP2, FAM172A, FASTK, FIP1L1, FMR1, FRG1, FUS, GEMIN5, GPKOW, GTF2F1, HABP4, HNRNPA0, HNRNPA1, HNRNPA1L2, HNRNPA2B1, HNRNPA3, HNRNPC, HNRNPD, HNRNPF, HNRNPH1, HNRNPH2, HNRNPH3, HNRNPK, HNRNPL, HNRNPLL, HNRNPM, HNRNPR, HNRNPU, HNRNPUL1, HSPA1A, HSPA8, HTATSF1, ISY1, JMJD6, KDM1A, KHDRBS1, KHDRBS2, KHDRBS3, KHSRP, LGALS3, LSM1, LSM10, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, LSM8, LUC7L, LUC7L2, LUC7L3, MAGOH, MAGOHB, MBNL1, MBNL2, MBNL3, METTL14, METTL16, METTL3, MFAP1, MPHOSPH10, NCBP1, NCBP2, NCBP2L, NOL3, NONO, NOVA1, NOVA2, NSRP1, NUDT21, NUP98, PABPC1, PABPN1, PAPOLA, PCBP1, PCBP2, PCF11, PHF5A, PNN, POLR2A, POLR2B, POLR2D, POLR2G, PPARGC1A, PPIE, PPIG, PPP1R8
GO:0003676	MF	e	nucleic acid binding	167/205	3927/58581	9.720666546784556e-158	3	167	4.492892077923822e-154	4.379633889626513e-154	4.491920011269143e-154	2.246446038961911e-154	ACIN1, AFF2, AHNAK, AKAP17A, AKAP8L, ALYREF, AQR, ARL6IP4, BUD13, C1QBP, CACTIN, CASC3, CCAR1, CCAR2, CDC40, CDC5L, CDK12, CDK13, CELF1, CELF2, CELF3, CELF4, CELF5, CELF6, CHERP, CIRBP, CLK3, CLNS1A, CPSF1, CPSF2, CPSF3, CPSF4, CPSF7, CRNKL1, CSTF1, CSTF2, CSTF2T, CSTF3, CWC15, CWC22, DAZAP1, DBR1, DCPS, DDX1, DDX17, DDX20, DDX23, DDX39A, DDX39B, DDX41, DDX42, DDX46, DDX47, DDX5, DHX15, DHX16, DHX35, DHX38, DHX40, DHX8, DHX9, EFTUD2, EIF4A3, ELAVL1, ELAVL2, ESRP1, ESRP2, FAM172A, FASTK, FIP1L1, FMR1, FRG1, FUS, GCFC2, GEMIN5, GPATCH1, GPKOW, GTF2F1, GTF2F2, HABP4, HMX2, HNRNPA0, HNRNPA1, HNRNPA1L2, HNRNPA2B1, HNRNPA3, HNRNPC, HNRNPD, HNRNPF, HNRNPH1, HNRNPH2, HNRNPH3, HNRNPK, HNRNPL, HNRNPLL, HNRNPM, HNRNPR, HNRNPU, HNRNPUL1, HSPA1A, HSPA8, HTATSF1, ISY1, JMJD6, KDM1A, KHDRBS1, KHDRBS2, KHDRBS3, KHSRP, LGALS3, LSM1, LSM10, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, LSM8, LUC7L, LUC7L2, LUC7L3, MAGOH, MAGOHB, MBNL1, MBNL2, MBNL3, METTL14, METTL16, METTL3, MFAP1, MPHOSPH10, MYOD1, NCBP1, NCBP2, NCBP2L, NOL3, NONO, NOVA1, NOVA2, NSRP1, NUDT21, NUP98, PABPC1, PABPN1, PAPOLA, PCBP1, PCBP2, PCF11, PHF5A, PNN, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L, PPARGC1A, PPIE, PPIG, PPP1R8
GO:1901363	MF	e	heterocyclic compound binding	173/205	5789/58581	1.385257731293117e-139	2	173	6.402661234036787e-136	6.2412610047253565e-136	6.3998907185742e-136	2.1342204113455954e-136	ACIN1, AFF2, AHNAK, AKAP17A, AKAP8L, ALYREF, AQR, ARL6IP4, BUD13, C1QBP, CACTIN, CASC3, CCAR1, CCAR2, CDC40, CDC5L, CDK12, CDK13, CELF1, CELF2, CELF3, CELF4, CELF5, CELF6, CHERP, CIRBP, CLK1, CLK2, CLK3, CLK4, CLNS1A, CLP1, CPSF1, CPSF2, CPSF3, CPSF4, CPSF7, CRNKL1, CSTF1, CSTF2, CSTF2T, CSTF3, CWC15, CWC22, DAZAP1, DBR1, DCPS, DDX1, DDX17, DDX20, DDX23, DDX39A, DDX39B, DDX41, DDX42, DDX46, DDX47, DDX5, DHX15, DHX16, DHX35, DHX38, DHX40, DHX8, DHX9, DYRK1A, EFTUD2, EIF4A3, ELAVL1, ELAVL2, ERN1, ESRP1, ESRP2, FAM172A, FASTK, FIP1L1, FMR1, FRG1, FUS, GCFC2, GEMIN5, GPATCH1, GPKOW, GTF2F1, GTF2F2, HABP4, HMX2, HNRNPA0, HNRNPA1, HNRNPA1L2, HNRNPA2B1, HNRNPA3, HNRNPC, HNRNPD, HNRNPF, HNRNPH1, HNRNPH2, HNRNPH3, HNRNPK, HNRNPL, HNRNPLL, HNRNPM, HNRNPR, HNRNPU, HNRNPUL1, HSPA1A, HSPA8, HTATSF1, ISY1, JMJD6, KDM1A, KHDRBS1, KHDRBS2, KHDRBS3, KHSRP, LGALS3, LSM1, LSM10, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, LSM8, LUC7L, LUC7L2, LUC7L3, MAGOH, MAGOHB, MBNL1, MBNL2, MBNL3, METTL14, METTL16, METTL3, MFAP1, MPHOSPH10, MYOD1, NCBP1, NCBP2, NCBP2L, NOL3, NONO, NOVA1, NOVA2, NSRP1, NUDT21, NUP98, PABPC1, PABPN1, PAPOLA, PCBP1, PCBP2, PCF11, PHF5A, PNN, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L, PPARGC1A, PPIE, PPIG, PPP1R8
GO:0097159	MF	e	organic cyclic compound binding	173/205	5870/58581	1.5136073340897437e-138	2	173	6.995893098162795e-135	6.819538499815598e-135	6.991352276160526e-135	1.7489732745406988e-135	ACIN1, AFF2, AHNAK, AKAP17A, AKAP8L, ALYREF, AQR, ARL6IP4, BUD13, C1QBP, CACTIN, CASC3, CCAR1, CCAR2, CDC40, CDC5L, CDK12, CDK13, CELF1, CELF2, CELF3, CELF4, CELF5, CELF6, CHERP, CIRBP, CLK1, CLK2, CLK3, CLK4, CLNS1A, CLP1, CPSF1, CPSF2, CPSF3, CPSF4, CPSF7, CRNKL1, CSTF1, CSTF2, CSTF2T, CSTF3, CWC15, CWC22, DAZAP1, DBR1, DCPS, DDX1, DDX17, DDX20, DDX23, DDX39A, DDX39B, DDX41, DDX42, DDX46, DDX47, DDX5, DHX15, DHX16, DHX35, DHX38, DHX40, DHX8, DHX9, DYRK1A, EFTUD2, EIF4A3, ELAVL1, ELAVL2, ERN1, ESRP1, ESRP2, FAM172A, FASTK, FIP1L1, FMR1, FRG1, FUS, GCFC2, GEMIN5, GPATCH1, GPKOW, GTF2F1, GTF2F2, HABP4, HMX2, HNRNPA0, HNRNPA1, HNRNPA1L2, HNRNPA2B1, HNRNPA3, HNRNPC, HNRNPD, HNRNPF, HNRNPH1, HNRNPH2, HNRNPH3, HNRNPK, HNRNPL, HNRNPLL, HNRNPM, HNRNPR, HNRNPU, HNRNPUL1, HSPA1A, HSPA8, HTATSF1, ISY1, JMJD6, KDM1A, KHDRBS1, KHDRBS2, KHDRBS3, KHSRP, LGALS3, LSM1, LSM10, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, LSM8, LUC7L, LUC7L2, LUC7L3, MAGOH, MAGOHB, MBNL1, MBNL2, MBNL3, METTL14, METTL16, METTL3, MFAP1, MPHOSPH10, MYOD1, NCBP1, NCBP2, NCBP2L, NOL3, NONO, NOVA1, NOVA2, NSRP1, NUDT21, NUP98, PABPC1, PABPN1, PAPOLA, PCBP1, PCBP2, PCF11, PHF5A, PNN, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L, PPARGC1A, PPIE, PPIG, PPP1R8
GO:0005488	MF	e	binding	201/205	14447/58581	5.118704778854272e-116	1	201	2.365865348786445e-112	2.3062258963999643e-112	2.363817866874903e-112	4.73173069757289e-113	ACIN1, AFF2, AHNAK, AHNAK2, AKAP17A, AKAP8L, ALYREF, AQR, ARL6IP4, BCAS2, BRDT, BUD13, BUD31, C1QBP, C9orf78, CACTIN, CASC3, CCAR1, CCAR2, CD2BP2, CDC40, CDC5L, CDK12, CDK13, CELF1, CELF2, CELF3, CELF4, CELF5, CELF6, CHERP, CIR1, CIRBP, CLASRP, CLK1, CLK2, CLK3, CLK4, CLNS1A, CLP1, CPSF1, CPSF2, CPSF3, CPSF4, CPSF7, CRNKL1, CSTF1, CSTF2, CSTF2T, CSTF3, CTNNBL1, CWC15, CWC22, DAZAP1, DBR1, DCPS, DDX1, DDX17, DDX20, DDX23, DDX39A, DDX39B, DDX41, DDX42, DDX46, DDX47, DDX5, DHX15, DHX16, DHX35, DHX38, DHX40, DHX8, DHX9, DNAJC8, DYRK1A, ECD, EFTUD2, EIF4A3, ELAVL1, ELAVL2, ERN1, ESRP1, ESRP2, FAM172A, FASTK, FIP1L1, FMR1, FRG1, FUS, GCFC2, GEMIN2, GEMIN4, GEMIN5, GEMIN6, GEMIN7, GEMIN8, GPATCH1, GPKOW, GTF2F1, GTF2F2, HABP4, HMX2, HNRNPA0, HNRNPA1, HNRNPA1L2, HNRNPA2B1, HNRNPA3, HNRNPC, HNRNPD, HNRNPF, HNRNPH1, HNRNPH2, HNRNPH3, HNRNPK, HNRNPL, HNRNPLL, HNRNPM, HNRNPR, HNRNPU, HNRNPUL1, HSPA1A, HSPA8, HTATSF1, IK, ISY1, IVNS1ABP, IWS1, JMJD6, KDM1A, KHDRBS1, KHDRBS2, KHDRBS3, KHSRP, LGALS3, LSM1, LSM10, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, LSM8, LUC7L, LUC7L2, LUC7L3, MAGOH, MAGOHB, MBNL1, MBNL2, MBNL3, METTL14, METTL16, METTL3, MFAP1, MPHOSPH10, MYOD1, NCBP1, NCBP2, NCBP2L, NOL3, NONO, NOVA1, NOVA2, NSRP1, NUDT21, NUP98, PABPC1, PABPN1, PAPOLA, PCBP1, PCBP2, PCF11, PHF5A, PIK3R1, PLRG1, PNN, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L, PPARGC1A, PPIE, PPIG, PPIH, PPIL1, PPIL3, PPP1R8, PPP1R9B, PPP2CA, PPP2R1A, PPP4R2
GO:0003674	MF	e	molecular_function	202/205	16821/58581	7.523350823772309e-105	0	202	3.477292750747561e-101	3.3896360987963255e-101	3.473531075335675e-101	5.795487917912601e-102	ACIN1, AFF2, AHNAK, AHNAK2, AKAP17A, AKAP8L, ALYREF, AQR, ARL6IP4, BCAS2, BRDT, BUD13, BUD31, C1QBP, C9orf78, CACTIN, CASC3, CCAR1, CCAR2, CD2BP2, CDC40, CDC5L, CDK12, CDK13, CELF1, CELF2, CELF3, CELF4, CELF5, CELF6, CHERP, CIR1, CIRBP, CLASRP, CLK1, CLK2, CLK3, CLK4, CLNS1A, CLP1, CPSF1, CPSF2, CPSF3, CPSF4, CPSF7, CRNKL1, CSTF1, CSTF2, CSTF2T, CSTF3, CTNNBL1, CWC15, CWC22, CWC27, DAZAP1, DBR1, DCPS, DDX1, DDX17, DDX20, DDX23, DDX39A, DDX39B, DDX41, DDX42, DDX46, DDX47, DDX5, DHX15, DHX16, DHX35, DHX38, DHX40, DHX8, DHX9, DNAJC8, DYRK1A, ECD, EFTUD2, EIF4A3, ELAVL1, ELAVL2, ERN1, ESRP1, ESRP2, FAM172A, FASTK, FIP1L1, FMR1, FRG1, FUS, GCFC2, GEMIN2, GEMIN4, GEMIN5, GEMIN6, GEMIN7, GEMIN8, GPATCH1, GPKOW, GTF2F1, GTF2F2, HABP4, HMX2, HNRNPA0, HNRNPA1, HNRNPA1L2, HNRNPA2B1, HNRNPA3, HNRNPC, HNRNPD, HNRNPF, HNRNPH1, HNRNPH2, HNRNPH3, HNRNPK, HNRNPL, HNRNPLL, HNRNPM, HNRNPR, HNRNPU, HNRNPUL1, HSPA1A, HSPA8, HTATSF1, IK, ISY1, IVNS1ABP, IWS1, JMJD6, KDM1A, KHDRBS1, KHDRBS2, KHDRBS3, KHSRP, LGALS3, LSM1, LSM10, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, LSM8, LUC7L, LUC7L2, LUC7L3, MAGOH, MAGOHB, MBNL1, MBNL2, MBNL3, METTL14, METTL16, METTL3, MFAP1, MPHOSPH10, MYOD1, NCBP1, NCBP2, NCBP2L, NOL3, NONO, NOVA1, NOVA2, NSRP1, NUDT21, NUP98, PABPC1, PABPN1, PAPOLA, PCBP1, PCBP2, PCF11, PHF5A, PIK3R1, PLRG1, PNN, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L, PPARGC1A, PPIE, PPIG, PPIH, PPIL1, PPIL3, PPP1R8, PPP1R9B, PPP2CA, PPP2R1A, PPP4R2
GO:0005515	MF	e	protein binding	174/205	11298/58581	1.1148901974285337e-91	2	174	5.153022492514683e-88	5.0231235361998486e-88	5.146333151330112e-88	7.361460703592404e-89	ACIN1, AHNAK, AHNAK2, AKAP17A, AKAP8L, ALYREF, AQR, ARL6IP4, BCAS2, BRDT, BUD13, BUD31, C1QBP, C9orf78, CACTIN, CASC3, CCAR1, CCAR2, CD2BP2, CDC40, CDC5L, CDK12, CDK13, CELF1, CHERP, CIR1, CIRBP, CLASRP, CLK1, CLK2, CLK3, CLK4, CLNS1A, CPSF1, CPSF2, CPSF3, CPSF4, CPSF7, CRNKL1, CSTF1, CSTF2, CSTF2T, CSTF3, CTNNBL1, CWC15, CWC22, DAZAP1, DCPS, DDX1, DDX17, DDX20, DDX23, DDX39A, DDX39B, DDX41, DDX42, DDX47, DDX5, DHX15, DHX16, DHX38, DHX8, DHX9, DNAJC8, DYRK1A, ECD, EFTUD2, EIF4A3, ELAVL1, ELAVL2, ERN1, ESRP1, FASTK, FIP1L1, FMR1, FRG1, FUS, GCFC2, GEMIN2, GEMIN4, GEMIN5, GEMIN6, GEMIN7, GEMIN8, GPKOW, GTF2F1, GTF2F2, HABP4, HNRNPA0, HNRNPA1, HNRNPA2B1, HNRNPA3, HNRNPC, HNRNPD, HNRNPF, HNRNPH1, HNRNPH2, HNRNPH3, HNRNPK, HNRNPL, HNRNPLL, HNRNPM, HNRNPR, HNRNPU, HNRNPUL1, HSPA1A, HSPA8, IK, ISY1, IVNS1ABP, IWS1, JMJD6, KDM1A, KHDRBS1, KHDRBS2, KHDRBS3, KHSRP, LGALS3, LSM1, LSM10, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, LSM8, LUC7L, LUC7L2, LUC7L3, MAGOH, MAGOHB, MBNL1, MBNL3, METTL14, METTL3, MFAP1, MPHOSPH10, MYOD1, NCBP1, NCBP2, NOL3, NONO, NSRP1, NUDT21, NUP98, PABPC1, PABPN1, PAPOLA, PCBP1, PCBP2, PCF11, PIK3R1, PLRG1, PNN, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2G, POLR2J, POLR2L, PPARGC1A, PPIE, PPIG, PPIH, PPIL1, PPIL3, PPP1R8, PPP1R9B, PPP2CA, PPP2R1A, PPP4R2
