chrom_start_end	Annotation
chr21_43344600_43345000	1_TssA
chr5_106904400_106904600	7_Enh
chr6_127442600_127451000	14_ReprPCWk
chr14_102819600_102820400	4_Tx
chr12_13052800_13053400	7_Enh
chr22_29764800_29765400	6_EnhG
chr2_28700800_28703800	15_Quies
chr6_76635600_76636600	7_Enh
chr1_234615400_234616600	7_Enh
chr2_170659000_170659400	1_TssA
chr12_27480600_27480800	6_EnhG
chr1_109093800_109094400	2_TssAFlnk
chr6_140241600_140261600	15_Quies
chr8_144891200_144893000	5_TxWk
chr13_43570800_43571800	2_TssAFlnk
chr16_19531800_19532000	7_Enh
chr5_118363800_118366000	7_Enh
chr19_56617600_56618000	6_EnhG
chr4_140449400_140450400	7_Enh
chr1_39680000_39681200	2_TssAFlnk
chr8_28844800_28845000	7_Enh
chr1_234445800_234446400	7_Enh
chr20_8204600_8209000	5_TxWk
chrX_15510800_15511800	1_TssA
chr13_44700800_44715200	14_ReprPCWk
chr4_101934800_101936400	2_TssAFlnk
chr7_140171800_140175400	5_TxWk
chr2_106385200_106386200	7_Enh
chr6_30173000_30174000	7_Enh
chr11_48034200_48034800	7_Enh
chr10_11511800_11512400	4_Tx
chr2_88838000_88840200	9_Het
chr8_124266000_124269000	4_Tx
chr4_174450000_174451200	14_ReprPCWk
chr1_236700200_236700600	5_TxWk
chr4_57156400_57167400	15_Quies
chrX_100464000_100601800	15_Quies
chr7_24757600_24759000	2_TssAFlnk
chr6_84121000_84131000	15_Quies
chr15_27489200_27492600	9_Het
chr19_11617000_11617400	2_TssAFlnk
chr19_30958400_30958600	9_Het
chr5_95205800_95206800	2_TssAFlnk
chr9_20362800_20368000	5_TxWk
chr1_29529000_29529400	6_EnhG
chr6_109761400_109761600	2_TssAFlnk
chr7_38496000_38500600	15_Quies
chr19_40055400_40055800	7_Enh
chr9_124629200_124629600	7_Enh
chr20_1634400_1635200	9_Het
chr12_64647600_64687200	15_Quies
chr19_5979400_5980000	1_TssA
chr6_28202200_28207800	5_TxWk
chr15_100890400_100890800	15_Quies
chr22_50246800_50247200	1_TssA
chr18_74144800_74150000	4_Tx
chr7_151798600_151812200	5_TxWk
chr21_37506600_37506800	13_ReprPC
chr1_157468000_157474600	15_Quies
chr1_35480600_35495000	5_TxWk
chr19_40033200_40036800	14_ReprPCWk
chr2_214598400_214599200	2_TssAFlnk
chr7_31909000_31913200	15_Quies
chr19_50398000_50399600	2_TssAFlnk
chr20_11239000_11240000	9_Het
chr19_38937200_38959200	15_Quies
chr3_128471800_128472600	7_Enh
chr16_50466800_50473000	15_Quies
chr6_119764200_119765000	7_Enh
chr3_183298200_183298800	12_EnhBiv
chr5_75911200_75922400	15_Quies
chr16_89800000_89800800	4_Tx
chr2_106825200_106853200	15_Quies
chr2_208053000_208087800	15_Quies
chr5_68552400_68553400	4_Tx
chr20_62340000_62340800	2_TssAFlnk
chr22_20125800_20134200	15_Quies
chr19_11078000_11078200	7_Enh
chr17_613200_616000	5_TxWk
chr19_45457000_45457400	2_TssAFlnk
chr22_31374200_31377800	9_Het
chr15_83728600_83729600	5_TxWk
chr17_65184400_65186000	4_Tx
chr12_95209600_95211600	2_TssAFlnk
chr1_51422400_51424400	5_TxWk
chr1_228251800_228266400	15_Quies
chr9_92678000_92695200	14_ReprPCWk
chr2_172083600_172084200	9_Het
chr20_60034000_60034800	9_Het
chr18_13865000_13867800	14_ReprPCWk
chr8_8940000_8940400	14_ReprPCWk
chr5_171720000_171720600	7_Enh
chr15_59729200_59730200	2_TssAFlnk
chr14_53021200_53021600	14_ReprPCWk
chr18_47139000_47139400	11_BivFlnk
chr16_67792200_67794200	4_Tx
chr5_32506200_32506600	12_EnhBiv
chr1_150702200_150704200	5_TxWk
chr11_74629400_74637200	5_TxWk
chr17_29821800_29823000	2_TssAFlnk
chr22_40982600_40983200	6_EnhG
chr1_10119800_10125600	5_TxWk
chr12_53156400_53185000	14_ReprPCWk
chr3_66484400_66490200	5_TxWk
chr1_11780200_11789600	15_Quies
chr2_74430200_74430600	3_TxFlnk
chr2_112522200_112546600	5_TxWk
chr7_39577200_39587000	14_ReprPCWk
chr12_24513600_24514400	2_TssAFlnk
chr2_70823600_70825800	9_Het
chr20_1790000_1790200	7_Enh
chr6_4987600_5003000	5_TxWk
chr22_41511600_41512600	8_ZNF/Rpts
chr19_58149200_58150000	9_Het
chr8_96716200_96764200	15_Quies
chr19_6191800_6192200	9_Het
chr9_104148200_104150200	9_Het
chr12_14343800_14344600	5_TxWk
chr20_37482400_37486200	6_EnhG
chr8_21321200_21322600	9_Het
chr8_8725800_8726000	7_Enh
chr16_71510000_71510200	6_EnhG
chr4_171625800_171629000	9_Het
chr6_166581800_166582200	10_TssBiv
chr19_6769400_6772000	5_TxWk
chr5_126853200_126854400	1_TssA
chr11_8326600_8348800	15_Quies
chr2_113992400_113993400	1_TssA
chr19_4732800_4733000	7_Enh
chr5_79863600_79865000	13_ReprPC
chr11_95433200_95434200	2_TssAFlnk
chr12_70655000_70655200	15_Quies
chr13_28193800_28197000	1_TssA
chr2_27847400_27849200	5_TxWk
chr3_57313800_57341000	15_Quies
chr6_149970600_149972000	5_TxWk
chr5_64369600_64372000	5_TxWk
chr17_6873400_6883400	15_Quies
chr6_3885800_3896800	15_Quies
chr4_39631400_39632200	2_TssAFlnk
chr9_5466400_5470400	4_Tx
chr3_47876000_47876200	4_Tx
chr5_142603000_142603600	7_Enh
chr1_37669200_37673600	9_Het
chr6_170744800_170745800	9_Het
chr5_53602600_53603000	1_TssA
chr7_150950400_150951000	14_ReprPCWk
chr10_44756600_44756800	2_TssAFlnk
chr7_155525000_155526400	7_Enh
chr5_158352000_158352800	8_ZNF/Rpts
chr12_11936000_11940200	6_EnhG
chr20_45980600_45981000	2_TssAFlnk
chrX_56699000_56700800	14_ReprPCWk
chr6_29857000_29861200	5_TxWk
chr2_24800400_24800600	7_Enh
chr11_85760200_85761000	7_Enh
chr16_87798400_87798800	2_TssAFlnk
chr3_196666000_196666600	3_TxFlnk
chr7_42916000_42927400	14_ReprPCWk
chr3_129047600_129067200	14_ReprPCWk
chr2_101710200_101710800	7_Enh
chr7_2636400_2637000	4_Tx
chr8_8558400_8559800	1_TssA
chr18_55709800_55710000	7_Enh
chr3_156891800_156892400	2_TssAFlnk
chr7_150786600_150787200	2_TssAFlnk
chr3_99788200_99790400	5_TxWk
chr9_80420200_80432000	14_ReprPCWk
chr3_132169800_132180600	4_Tx
chr15_85889600_85890200	7_Enh
chr5_122863400_122863600	2_TssAFlnk
chr6_17577200_17578200	9_Het
chrX_46581400_46582200	7_Enh
chr9_97624200_97625000	7_Enh
chr11_88293200_88327400	14_ReprPCWk
chr17_40925000_40926000	1_TssA
chr1_203445600_203446800	7_Enh
chr6_30763800_30772400	15_Quies
chr17_55123000_55123200	12_EnhBiv
chr5_159545400_159546800	1_TssA
chr11_72449000_72453200	2_TssAFlnk
chr11_34847800_34849200	7_Enh
chr14_74080200_74080400	13_ReprPC
chr19_11497800_11498200	7_Enh
chr5_122881000_122881800	8_ZNF/Rpts
chr4_7070400_7071000	2_TssAFlnk
chr10_112252000_112253200	7_Enh
chr19_14700600_14701400	5_TxWk
chr3_112054600_112055000	3_TxFlnk
chr20_37627400_37628000	7_Enh
chr2_130095400_130098200	15_Quies
chr1_90374800_90384400	15_Quies
chr15_65478400_65503800	15_Quies
chr1_36630400_36630800	7_Enh
chr2_197068000_197069000	5_TxWk
chr2_230765400_230766400	5_TxWk
chr8_62220400_62220600	7_Enh
chr1_198923400_198926400	9_Het
chr11_60048400_60075000	15_Quies
chr20_32950600_32950800	2_TssAFlnk
chr8_101521400_101521800	7_Enh
chrX_2167000_2171800	9_Het
chr12_113590400_113590600	12_EnhBiv
chr19_46971400_46973400	14_ReprPCWk
chr6_14947600_14948000	7_Enh
chr3_183889400_183889800	6_EnhG
chr3_42058400_42059800	1_TssA
chr3_171115200_171116200	5_TxWk
chr8_22585000_22593000	15_Quies
chr20_55010800_55014800	5_TxWk
chr11_5715000_5716600	3_TxFlnk
chr2_106348000_106350200	7_Enh
chr11_17093400_17095000	5_TxWk
chr5_72511400_72512000	12_EnhBiv
chr21_30436800_30438000	3_TxFlnk
chr6_134212600_134218000	13_ReprPC
chr3_33458800_33460400	5_TxWk
chr17_76408800_76411400	6_EnhG
chrX_24796000_24796400	7_Enh
chr5_65219800_65220200	7_Enh
chr6_91381200_91384200	15_Quies
chr12_116716800_116720200	14_ReprPCWk
chr1_65481400_65504400	14_ReprPCWk
chr15_67231600_67232200	15_Quies
chr9_131140800_131143200	5_TxWk
chr11_14518000_14519000	4_Tx
chr22_46547600_46548000	2_TssAFlnk
chr9_131535200_131539800	15_Quies
chr9_124258400_124260000	14_ReprPCWk
chr1_87691000_87692600	7_Enh
chr18_74946800_74950400	15_Quies
chr3_31482800_31485800	7_Enh
chr9_2645400_2645800	2_TssAFlnk
chr4_122616000_122616200	1_TssA
chr2_24498800_24499800	7_Enh
chr4_190197800_190198400	8_ZNF/Rpts
chr2_43687000_43688000	7_Enh
chr17_46718400_46719000	13_ReprPC
chr18_67541800_67548800	5_TxWk
chr5_124587800_124590800	9_Het
chr2_135684600_135684800	6_EnhG
chr3_51716800_51717800	6_EnhG
chr15_95903800_95906600	9_Het
chr9_126804600_126814200	14_ReprPCWk
chr2_48338200_48339200	1_TssA
chr14_94821000_94821200	15_Quies
chr9_5439400_5439600	7_Enh
chr6_157031000_157036600	15_Quies
chr11_33109600_33115200	5_TxWk
chr7_129139800_129141600	7_Enh
chr20_36698800_36700400	8_ZNF/Rpts
chr5_60291400_60305800	15_Quies
chr8_42081600_42094800	15_Quies
chr18_67603000_67605400	2_TssAFlnk
chr5_139089800_139090000	2_TssAFlnk
chr10_76454600_76465200	5_TxWk
chr5_243200_251000	5_TxWk
chr12_103126600_103128600	15_Quies
chr19_46025200_46025400	5_TxWk
chrX_41009000_41010800	5_TxWk
chr1_220379600_220385800	4_Tx
chr5_115314200_115316600	7_Enh
chr1_22743600_22743800	7_Enh
chr12_9256400_9268400	15_Quies
chr3_100433000_100433600	6_EnhG
chr22_18323200_18324800	4_Tx
chr7_132479600_132480000	4_Tx
chr4_164530600_164531600	5_TxWk
chr4_71525000_71525800	5_TxWk
chr15_70488800_70489800	2_TssAFlnk
chr5_95298200_95298600	2_TssAFlnk
chr1_151128600_151128800	7_Enh
chr15_46414600_46415400	9_Het
chr3_16590800_16591800	5_TxWk
chr2_3610400_3611600	2_TssAFlnk
chr16_13521400_13522400	7_Enh
chr9_21976000_21976200	10_TssBiv
chr17_37824800_37825000	12_EnhBiv
chr7_127803400_127807200	13_ReprPC
chr1_224204200_224230000	15_Quies
chr19_3494000_3497000	4_Tx
chr16_1663400_1663800	11_BivFlnk
chr7_27143200_27144800	14_ReprPCWk
chr2_234283200_234283400	6_EnhG
chr16_56868800_56874400	5_TxWk
chr1_10752000_10753400	2_TssAFlnk
chr12_124085800_124088400	1_TssA
chr15_31414200_31443000	15_Quies
chr2_177796200_177796400	2_TssAFlnk
chr6_100057800_100059000	2_TssAFlnk
chr9_111694200_111694400	2_TssAFlnk
chr20_50793600_50795600	8_ZNF/Rpts
chr17_7579600_7587400	5_TxWk
chr13_47096400_47100200	15_Quies
chr13_30945000_30947000	2_TssAFlnk
chr4_71544800_71545200	7_Enh
chr15_52890400_52895200	4_Tx
chr1_231513400_231514200	7_Enh
chr16_66782400_66783000	6_EnhG
chr15_48676400_48694800	15_Quies
chr11_116246200_116271600	15_Quies
chrX_131111400_131111600	7_Enh
chr2_182259200_182259400	7_Enh
chr6_4921400_4922400	4_Tx
chr5_49437400_49440000	5_TxWk
chr6_161485800_161486200	7_Enh
chr19_51654400_51660400	14_ReprPCWk
chr21_17198400_17199400	5_TxWk
chr20_24851400_24854200	7_Enh
chr8_6554400_6554600	7_Enh
chr19_47704200_47706200	5_TxWk
chr3_193846000_193846800	7_Enh
chr2_144455200_144455400	2_TssAFlnk
chr17_10661600_10675400	15_Quies
chr4_77578800_77580400	7_Enh
chr19_42801200_42805400	5_TxWk
chr16_84479200_84484400	15_Quies
chr16_3483000_3484000	5_TxWk
chr5_127278800_127279200	2_TssAFlnk
chr8_98630600_98631400	7_Enh
chr6_106311000_106311400	7_Enh
chr2_71049200_71055200	15_Quies
chr6_90055800_90056000	2_TssAFlnk
chr19_13028600_13029800	5_TxWk
chr9_114362200_114363000	14_ReprPCWk
chr6_31537600_31537800	2_TssAFlnk
chr9_134332600_134338600	4_Tx
chr17_45251400_45254200	4_Tx
chr3_195627000_195628200	2_TssAFlnk
chr2_184132000_184132600	7_Enh
chr8_9005600_9005800	12_EnhBiv
chr13_100117800_100129000	14_ReprPCWk
chr3_122020600_122021200	7_Enh
chr12_27358600_27359800	7_Enh
chrX_29573800_29574200	1_TssA
chr12_10533200_10535000	9_Het
chr8_19472400_19473000	7_Enh
chr20_48398600_48401600	5_TxWk
chr2_676400_678200	1_TssA
chrX_2336200_2337000	15_Quies
chr16_56853400_56857400	5_TxWk
chr7_23563800_23564800	7_Enh
chr18_46286800_46287200	7_Enh
chr18_45691400_45692000	13_ReprPC
chr12_57466400_57466800	6_EnhG
chr1_110879400_110879600	2_TssAFlnk
chr14_92903400_92904800	7_Enh
chr19_17306800_17308200	5_TxWk
chr1_43670000_43670600	1_TssA
chr1_155121400_155121800	15_Quies
chr5_145837600_145838400	5_TxWk
chr20_37427600_37433000	15_Quies
chr12_125021600_125021800	5_TxWk
chr22_38181200_38194000	15_Quies
chr17_74378800_74379200	11_BivFlnk
chr1_205155400_205155800	7_Enh
chr17_26386600_26387800	5_TxWk
chr19_7085200_7098200	9_Het
chr22_32170600_32171600	4_Tx
chr5_43243600_43245200	7_Enh
chr5_86541600_86542000	5_TxWk
chr11_100800200_100801000	2_TssAFlnk
chr12_77159000_77160400	2_TssAFlnk
chr16_84070400_84082600	15_Quies
chr4_106672600_106673200	7_Enh
chr7_98406800_98407600	7_Enh
chr16_89388000_89389600	6_EnhG
chr13_20211600_20217000	5_TxWk
chr4_102249000_102250600	2_TssAFlnk
chr3_49395800_49396200	2_TssAFlnk
chr10_115622800_115624000	9_Het
chr18_58305800_58316200	15_Quies
chr3_150889600_150898800	15_Quies
chr8_1278600_1285800	9_Het
chr15_64940000_64940200	1_TssA
chr11_130723400_130724200	14_ReprPCWk
chr22_37881400_37882200	1_TssA
chr16_57569000_57569800	2_TssAFlnk
chr4_111028800_111029600	7_Enh
chr9_88530000_88530800	9_Het
chr9_130834200_130835800	2_TssAFlnk
chr10_135498800_135499800	9_Het
chr3_196397800_196404600	15_Quies
chr16_13265400_13265800	7_Enh
chr22_43328000_43329400	2_TssAFlnk
chr1_27272000_27274000	4_Tx
chr8_119535000_119535400	7_Enh
chr16_8738800_8739600	5_TxWk
chr1_40997400_40998600	2_TssAFlnk
chr13_113915000_113919000	4_Tx
chr19_42586600_42591800	5_TxWk
chr13_23906000_23906400	8_ZNF/Rpts
chr1_9445400_9446200	15_Quies
chr4_144339000_144339600	7_Enh
chr11_97624200_98055400	15_Quies
chr2_209183800_209184600	2_TssAFlnk
chr5_111253000_111270400	15_Quies
chr14_70177600_70179800	6_EnhG
chr15_90704000_90704600	7_Enh
chr5_70799600_70801400	5_TxWk
chr1_222063200_222063800	7_Enh
chr20_19422800_19423200	15_Quies
chr12_90604200_90628200	15_Quies
chr22_50954800_50958000	4_Tx
chr3_149992200_149995400	14_ReprPCWk
chr5_72253000_72254800	13_ReprPC
chr1_55710400_55718200	15_Quies
chr19_10762600_10762800	6_EnhG
chr10_94392000_94395600	4_Tx
chr1_204043000_204043200	12_EnhBiv
chr20_35966400_35971000	5_TxWk
chr1_197243400_197247600	14_ReprPCWk
chr3_197336000_197337600	5_TxWk
chr7_37696400_37696600	7_Enh
chr1_209921200_209921600	2_TssAFlnk
chr14_68586800_68588800	9_Het
chr10_23033600_23041000	15_Quies
chr12_110479400_110480600	4_Tx
chr10_99849200_99878200	14_ReprPCWk
chr12_52616400_52625600	14_ReprPCWk
chr2_192545800_192546400	2_TssAFlnk
chr12_22631200_22631600	7_Enh
chr7_134617200_134617400	7_Enh
chr10_71312000_71329200	14_ReprPCWk
chr8_17591600_17593600	7_Enh
chr8_135659400_135664000	9_Het
chr1_45803600_45804000	6_EnhG
chr3_159616600_159617200	7_Enh
chr10_88711400_88712800	9_Het
chr1_145004000_145004200	7_Enh
chr3_160155200_160155600	6_EnhG
chr1_234859200_234860600	2_TssAFlnk
chr22_25816800_25817200	1_TssA
chr11_112988600_113058600	14_ReprPCWk
chr11_109849400_109851800	15_Quies
chr2_86057600_86058400	9_Het
chr12_50962400_50965600	5_TxWk
chr2_109208600_109209800	5_TxWk
chr3_96531400_96531600	12_EnhBiv
chr17_40022800_40030800	4_Tx
chr11_112585000_112603200	15_Quies
chrX_64725600_64748000	5_TxWk
chr1_47759000_47759400	5_TxWk
chr1_85159200_85159400	7_Enh
chr13_107153400_107160400	15_Quies
chr6_89505200_89508000	5_TxWk
chr2_65113600_65117800	8_ZNF/Rpts
chr5_37621200_37621800	9_Het
chr13_24460800_24464000	1_TssA
chrX_102939600_102943600	1_TssA
chr12_58201600_58202400	4_Tx
chr19_36581000_36583200	5_TxWk
chr12_56008800_56011200	9_Het
chr19_57631600_57642000	15_Quies
chr6_35870400_35872200	4_Tx
chr13_115044600_115045000	6_EnhG
chr3_115376200_115376800	7_Enh
chr22_26336000_26345800	14_ReprPCWk
chr17_77814400_77816000	13_ReprPC
chr1_213180400_213181600	5_TxWk
chr1_173444600_173444800	2_TssAFlnk
chr2_160138600_160141200	7_Enh
chr3_64519200_64519600	7_Enh
chr4_1827200_1831600	5_TxWk
chr9_139682800_139684800	5_TxWk
chr1_45097400_45098600	1_TssA
chr8_134521600_134523200	7_Enh
chr5_130537800_130538800	4_Tx
chr14_24672400_24672600	8_ZNF/Rpts
chr10_90358600_90360200	15_Quies
chr18_9181600_9182000	5_TxWk
chr8_142139600_142140200	2_TssAFlnk
chr14_50330800_50331200	2_TssAFlnk
chr22_45509000_45509400	15_Quies
chr7_61968800_61969600	8_ZNF/Rpts
chr17_78829000_78830200	7_Enh
chr15_40468400_40471200	4_Tx
chr6_4281800_4282200	2_TssAFlnk
chr18_48427600_48432000	5_TxWk
chr3_19579400_19581000	7_Enh
chr4_15981600_16001800	15_Quies
chr11_64205000_64206800	14_ReprPCWk
chr12_55597800_55666400	15_Quies
chr3_8996800_8997600	2_TssAFlnk
chr1_160269200_160272800	5_TxWk
chr19_21563800_21572000	9_Het
chr10_105882800_105883400	2_TssAFlnk
chr2_38061600_38062200	15_Quies
chr9_92515600_92516600	7_Enh
chr3_136781800_136782800	8_ZNF/Rpts
chr2_198668600_198669200	2_TssAFlnk
chr19_52757600_52761200	15_Quies
chr2_86597400_86598400	9_Het
chr4_145180000_145180800	9_Het
chr8_6540200_6542400	15_Quies
chrX_62774600_62779400	15_Quies
chr2_7740400_7747400	15_Quies
chr12_26844200_26853800	4_Tx
chr6_89422000_89423000	8_ZNF/Rpts
chr15_59938200_59939000	5_TxWk
chr16_23054200_23066200	14_ReprPCWk
chr6_2892200_2892800	7_Enh
chr11_16931400_16933600	7_Enh
chr15_59782400_59784400	15_Quies
chr17_19879600_19881400	1_TssA
chr4_111190200_111206200	15_Quies
chr6_149013200_149015000	9_Het
chr4_120393400_120393800	6_EnhG
chr12_31806000_31806200	2_TssAFlnk
chrX_153062600_153063400	8_ZNF/Rpts
chr2_8202000_8204200	15_Quies
chr16_75779200_75780200	7_Enh
chr2_35689600_36052800	15_Quies
chr11_2450600_2464400	15_Quies
chr8_42679800_42684800	15_Quies
chr10_91497400_91498000	6_EnhG
chr9_5623800_5626200	2_TssAFlnk
chr20_3878600_3879400	7_Enh
chr20_20001000_20002400	7_Enh
chr3_147803000_147803400	7_Enh
chr12_12705600_12706600	5_TxWk
chr13_100632800_100634600	14_ReprPCWk
chr10_65391400_65391600	7_Enh
chr14_50245800_50248000	4_Tx
chr6_159126000_159128600	5_TxWk
chr12_79452600_79461600	15_Quies
chr16_88680400_88684400	4_Tx
chr12_54909000_54938400	4_Tx
chr19_17026600_17029800	15_Quies
chrX_46838400_46841800	15_Quies
chr9_135646600_135647000	8_ZNF/Rpts
chr1_249088400_249090400	9_Het
chr3_131198600_131199200	4_Tx
chr1_181253000_181255600	9_Het
chr5_56490200_56490800	5_TxWk
chr4_174116200_174117200	7_Enh
chr4_42054400_42055200	4_Tx
chr8_81171200_81176800	15_Quies
chr2_131904400_131908600	4_Tx
chr5_150333200_150336800	15_Quies
chr17_46257800_46258000	2_TssAFlnk
chr14_35800800_35803600	7_Enh
chr9_123984200_123999000	5_TxWk
chr14_103878400_103879200	4_Tx
chr7_128320400_128321800	5_TxWk
chr6_3339600_3345000	5_TxWk
chr4_79587800_79588600	7_Enh
chr15_77378600_77405000	15_Quies
chr4_182891600_182892400	7_Enh
chr14_81665600_81665800	7_Enh
chr3_17076400_17076800	6_EnhG
chr12_105350600_105351000	2_TssAFlnk
chr3_107274400_107296800	15_Quies
chr1_36790000_36790600	7_Enh
chr16_30154800_30159200	15_Quies
chr13_28372800_28380600	14_ReprPCWk
chr2_61815600_61876000	15_Quies
chr5_41809400_41809600	2_TssAFlnk
chrX_129041600_129055000	5_TxWk
chrX_138911000_138913000	5_TxWk
chr12_26972200_26973800	5_TxWk
chr1_93809000_93809200	2_TssAFlnk
chr8_66766200_66767000	2_TssAFlnk
chrX_134624800_134625200	5_TxWk
chrX_13717400_13718200	1_TssA
chr2_67633600_67635000	5_TxWk
chr4_170018800_170020600	2_TssAFlnk
chr12_50064000_50064600	6_EnhG
chr11_93490800_93493400	5_TxWk
chr11_14913400_14913600	2_TssAFlnk
chr11_78320400_78341200	15_Quies
chr8_19125000_19125400	12_EnhBiv
chr11_85904800_85905400	7_Enh
chr6_11552000_11553000	5_TxWk
chr5_76507400_76508600	13_ReprPC
chr7_116600800_116602000	5_TxWk
chr17_70512800_70514000	2_TssAFlnk
chr6_37707200_37707600	13_ReprPC
chr18_23794800_23795400	7_Enh
chrX_68149400_68162600	14_ReprPCWk
chrX_7038400_7039200	2_TssAFlnk
chr19_7806800_7808200	7_Enh
chr6_90068400_90070200	7_Enh
chr19_5075000_5077400	5_TxWk
chr6_109625200_109625800	2_TssAFlnk
chr5_32217600_32218400	7_Enh
chr3_52871400_52872600	5_TxWk
chr9_134268800_134269000	2_TssAFlnk
chr22_27024600_27026800	9_Het
chr19_39359200_39359800	7_Enh
chr1_15080600_15082200	15_Quies
chr10_103894200_103895000	2_TssAFlnk
chr4_11418200_11418600	7_Enh
chr20_20897600_20925600	14_ReprPCWk
chr16_70523600_70529200	4_Tx
chr2_7653600_7655400	7_Enh
chr1_42357800_42358600	7_Enh
chr9_96510600_96513400	9_Het
chr9_127187800_127192600	15_Quies
chr8_38832000_38832400	1_TssA
chr1_151692800_151693800	2_TssAFlnk
chr2_74433800_74435400	6_EnhG
chr2_202723800_202745600	14_ReprPCWk
chr4_23335200_23335400	7_Enh
chr7_24839200_24844200	4_Tx
chr4_145890600_145891600	7_Enh
chr11_938600_939400	7_Enh
chr18_22932800_22933200	13_ReprPC
chr19_36235600_36237000	1_TssA
chr12_119143600_119145200	7_Enh
chr13_50084800_50104200	4_Tx
chr15_38717000_38717600	7_Enh
chr6_362400_364000	9_Het
chr20_49455800_49457200	5_TxWk
chr11_61321800_61322000	10_TssBiv
chr20_56822600_56823600	5_TxWk
chr8_67580800_67581000	1_TssA
chr3_10654200_10656000	9_Het
chr7_2731000_2737600	15_Quies
chr15_33459200_33460000	8_ZNF/Rpts
chr12_14379600_14381800	15_Quies
chr9_126047800_126066600	15_Quies
chr3_98644400_98646200	15_Quies
chr2_17828800_17829600	5_TxWk
chr10_22926200_22926800	2_TssAFlnk
chr10_38243800_38246000	5_TxWk
chr1_224203600_224204000	8_ZNF/Rpts
chrX_71641200_71646200	9_Het
chr2_214049000_214049600	7_Enh
chr12_133331000_133331800	4_Tx
chr8_87508400_87511600	9_Het
chr2_55455800_55458400	5_TxWk
chr16_3481000_3481400	9_Het
chr11_84838800_84839800	5_TxWk
chr1_219262000_219262400	2_TssAFlnk
chr19_41095400_41100400	15_Quies
chr18_46445400_46446200	6_EnhG
chr16_2015800_2016200	2_TssAFlnk
chr15_32359200_32359400	9_Het
chr11_128473200_128479000	5_TxWk
chr15_45157800_45158800	9_Het
chr13_30687400_30687800	5_TxWk
chr2_100751800_100752000	11_BivFlnk
chr6_116738000_116738800	5_TxWk
chr14_70411000_70412800	9_Het
chr20_52322400_52322600	7_Enh
chr19_7908000_7908800	7_Enh
chr11_18719800_18720800	1_TssA
chr9_134543600_134543800	7_Enh
chr2_242244200_242244600	2_TssAFlnk
chr1_9470800_9471000	7_Enh
chr21_45484800_45485000	6_EnhG
chr19_11372800_11373400	1_TssA
chr14_71758200_71758600	7_Enh
chr3_114598600_114599400	7_Enh
chr7_23386200_23386400	1_TssA
chr9_15298800_15299200	7_Enh
chr4_8436600_8438000	1_TssA
chr17_74531600_74533000	13_ReprPC
chr2_74643400_74644600	7_Enh
chr6_131949800_131956800	14_ReprPCWk
chrX_119164400_119169200	15_Quies
chr17_47564400_47571800	14_ReprPCWk
chr20_44804600_44834000	14_ReprPCWk
chr7_69419000_69419400	7_Enh
chr2_26146800_26147200	7_Enh
chr13_41654000_41655400	5_TxWk
chr3_178261800_178262200	7_Enh
chr1_230304600_230306200	2_TssAFlnk
chr1_246794200_246794600	5_TxWk
chr8_101241200_101241400	7_Enh
chr16_57836200_57837400	13_ReprPC
chr22_28618400_28638800	15_Quies
chr11_96017200_96017400	2_TssAFlnk
chrX_51545800_51547400	1_TssA
chr6_15951200_15955000	7_Enh
chr6_11854400_11856600	8_ZNF/Rpts
chr2_179269600_179271000	7_Enh
chr2_21068000_21068600	7_Enh
chr16_81828800_81829000	3_TxFlnk
chr1_212158400_212159200	7_Enh
chr20_39680400_39681600	7_Enh
chr3_105489400_105491800	5_TxWk
chr17_7786600_7786800	7_Enh
chr12_1821000_1823600	9_Het
chr15_101750000_101750600	2_TssAFlnk
chr6_11811200_11812000	5_TxWk
chr22_23605600_23606400	7_Enh
chr1_207922200_207922400	7_Enh
chr10_89685600_89688200	6_EnhG
chr2_162029000_162029200	2_TssAFlnk
chr1_57225000_57282800	15_Quies
chr12_50610600_50611000	1_TssA
chr1_24515600_24517000	2_TssAFlnk
chr9_36578800_36588600	5_TxWk
chr4_57848200_57849400	1_TssA
chr22_40785000_40790200	5_TxWk
chr5_5784600_5784800	7_Enh
chr13_40589000_40591400	9_Het
chr9_90589800_90590600	9_Het
chr9_79109800_79110800	9_Het
chr19_46094600_46100600	14_ReprPCWk
chr5_130554600_130554800	2_TssAFlnk
chr6_30456800_30458200	1_TssA
chr10_49510000_49512000	7_Enh
chr3_195383800_195384000	7_Enh
chr20_57428000_57429800	14_ReprPCWk
chr2_25571400_25575200	5_TxWk
chr15_43471600_43472400	4_Tx
chr13_49975400_49975800	1_TssA
chr7_72801200_72805600	9_Het
chr5_10855200_10861000	14_ReprPCWk
chr6_137174400_137174600	8_ZNF/Rpts
chr2_30660600_30669200	15_Quies
chr20_49543000_49543600	1_TssA
chr21_47002000_47010600	9_Het
chr8_101648800_101659600	14_ReprPCWk
chr5_135292400_135311800	14_ReprPCWk
chr11_117297400_117303600	15_Quies
chr6_42536600_42537200	2_TssAFlnk
chr18_53782600_53785600	14_ReprPCWk
chr3_197022800_197026200	1_TssA
chr1_160620400_160622000	2_TssAFlnk
chr18_78003200_78004400	13_ReprPC
chr3_155878200_155878400	1_TssA
chr16_30620400_30620600	1_TssA
chr18_59876400_59877600	8_ZNF/Rpts
chr11_78738400_78738600	2_TssAFlnk
chrX_78713400_78780200	15_Quies
